Record Type,Skip ID,Appearance ID,Session ID,Wikisurvey ID,Left Choice ID,Left Choice Text,Right Choice ID,Right Choice Text,Prompt ID,Reason,Created at,Updated at,Response Time (s),Missing Response Time Explanation,Valid,Hashed IP Address,URL Alias,User Agent,Referrer,Widget,Info
Skip,460336,5598929,1428483,2565,207978,a barrel of red wine,207868,Sierra Nevada Pale Ale,10738375,other,2012-07-11 07:22:37 UTC,2012-07-11 07:22:37 UTC,4.62,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:13.0) Gecko/20100101 Firefox/13.0.1,http://www.allourideas.org/kingmanbeer/results?more=true,FALSE,NA
Skip,460337,5598932,1428483,2565,207887,Everclear.,207943,BLUE MOON,10736902,other,2012-07-11 07:22:49 UTC,2012-07-11 07:22:49 UTC,3.679,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:13.0) Gecko/20100101 Firefox/13.0.1,http://www.allourideas.org/kingmanbeer/results?more=true,FALSE,NA
Stopped_Voting_Or_Skipping,NA,5598934,1428483,2565,207875,Guinness,207886,Kingman homebrew :),10735125,NA,2012-07-11 07:22:51 UTC,2012-07-11 07:22:51 UTC,NA,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:13.0) Gecko/20100101 Firefox/13.0.1,http://www.allourideas.org/kingmanbeer/results?more=true,FALSE,NA
Bounce,NA,5599376,1428580,2565,207945,Anything Flying Dog,207870,"New Belgium ""Mothership""",10737271,NA,2012-07-11 11:13:09 UTC,2012-07-11 11:13:09 UTC,NA,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:13.0) Gecko/20100101 Firefox/13.0.1,REFERRER_NOT_FOUND,FALSE,NA
Skip,460416,5600902,1429276,2565,207875,Guinness,207945,Anything Flying Dog,10737250,dont_know_both,2012-07-11 23:21:31 UTC,2012-07-11 23:21:31 UTC,11.99,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.47 Safari/536.11",DIRECT_VISIT,FALSE,NA
Skip,460417,5600978,1429276,2565,207880,A stout of any sort,207882,Something dark and chocolatey,10735033,both_same,2012-07-11 23:27:38 UTC,2012-07-11 23:27:38 UTC,17.359,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.47 Safari/536.11",DIRECT_VISIT,FALSE,NA
Stopped_Voting_Or_Skipping,NA,5601021,1429276,2565,207881,A porter of any sort,207885,An ale of any sort,10734998,NA,2012-07-11 23:30:25 UTC,2012-07-11 23:30:25 UTC,NA,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.47 Safari/536.11",DIRECT_VISIT,FALSE,NA
Stopped_Voting_Or_Skipping,NA,5601086,1429315,2565,207879,Blue Moon,207878,An IPA of any sort,10734889,NA,2012-07-12 00:13:47 UTC,2012-07-12 00:13:47 UTC,NA,"",TRUE,3088bafd05c8e6bcdf1526976dcf9e73,kingmanbeer,"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3",DIRECT_VISIT,FALSE,NA
Bounce,NA,5601127,1429325,2565,207987,Old Rasputin- Imperial Stout,207978,a barrel of red wine,10739470,NA,2012-07-12 00:29:33 UTC,2012-07-12 00:29:33 UTC,NA,"",TRUE,3088bafd05c8e6bcdf1526976dcf9e73,kingmanbeer,"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3",REFERRER_NOT_FOUND,FALSE,NA
Skip,460460,5601263,1429380,2565,207946,Lagunitas Undercover Investigation Shut-Down Ale,207886,Kingman homebrew :),10737307,other,2012-07-12 02:07:37 UTC,2012-07-12 02:07:37 UTC,8.857,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; SCH-I500 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",http://www.allourideas.org/kingmanbeer/results,FALSE,NA
Skip,460461,5601272,1429380,2565,207879,Blue Moon,207943,BLUE MOON,10736900,both_same,2012-07-12 02:08:11 UTC,2012-07-12 02:08:11 UTC,9.003,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; SCH-I500 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",http://www.allourideas.org/kingmanbeer/results,FALSE,NA
Skip,460462,5601275,1429380,2565,207878,An IPA of any sort,207978,a barrel of red wine,10738399,other,2012-07-12 02:08:26 UTC,2012-07-12 02:08:26 UTC,8.96,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; SCH-I500 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",http://www.allourideas.org/kingmanbeer/results,FALSE,NA
Stopped_Voting_Or_Skipping,NA,5601279,1429380,2565,207869,"Bear Republic ""Racer 5"" IPA",207878,An IPA of any sort,10734861,NA,2012-07-12 02:08:38 UTC,2012-07-12 02:08:38 UTC,NA,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; SCH-I500 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",http://www.allourideas.org/kingmanbeer/results,FALSE,NA
Skip,460463,5601329,1429427,2565,207875,Guinness,207872,"New Belgium ""1554""",10734752,dislike_both,2012-07-12 03:35:27 UTC,2012-07-12 03:35:27 UTC,9.084,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.47 Safari/536.11",http://www.allourideas.org/kingmanbeer/results,FALSE,NA
Skip,460464,5601332,1429427,2565,207879,Blue Moon,207870,"New Belgium ""Mothership""",10735036,dont_know_right,2012-07-12 03:36:04 UTC,2012-07-12 03:36:04 UTC,22.387,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.47 Safari/536.11",http://www.allourideas.org/kingmanbeer/results,FALSE,NA
Skip,460465,5601337,1429427,2565,207884,Something local and microbrewey,207881,A porter of any sort,10734959,dont_know_both,2012-07-12 03:38:23 UTC,2012-07-12 03:38:23 UTC,18.638,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.47 Safari/536.11",http://www.allourideas.org/kingmanbeer/results?more=true,FALSE,NA
Skip,460466,5601339,1429427,2565,207883,Something with a high alcohol content,207881,A porter of any sort,10734990,dont_know_both,2012-07-12 03:38:32 UTC,2012-07-12 03:38:32 UTC,4.805,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.47 Safari/536.11",http://www.allourideas.org/kingmanbeer/results?more=true,FALSE,NA
Skip,460467,5601341,1429427,2565,207882,Something dark and chocolatey,207879,Blue Moon,10734966,dislike_both,2012-07-12 03:38:41 UTC,2012-07-12 03:38:41 UTC,5.252,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.47 Safari/536.11",http://www.allourideas.org/kingmanbeer/results?more=true,FALSE,NA
Skip,460468,5601344,1429427,2565,207876,PBR,207987,Old Rasputin- Imperial Stout,10739461,dislike_both,2012-07-12 03:38:54 UTC,2012-07-12 03:38:54 UTC,6.81,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.47 Safari/536.11",http://www.allourideas.org/kingmanbeer/results?more=true,FALSE,NA
Skip,460469,5601345,1429427,2565,207883,Something with a high alcohol content,207879,Blue Moon,10735067,dislike_both,2012-07-12 03:38:58 UTC,2012-07-12 03:38:58 UTC,4.125,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.47 Safari/536.11",http://www.allourideas.org/kingmanbeer/results?more=true,FALSE,NA
Skip,460470,5601346,1429427,2565,207888,Stellaaaaaa,208020,Leffe (belgian blonde ale),10741945,dislike_both,2012-07-12 03:39:04 UTC,2012-07-12 03:39:04 UTC,4.368,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.47 Safari/536.11",http://www.allourideas.org/kingmanbeer/results?more=true,FALSE,NA
Skip,460471,5601349,1429443,2565,207945,Anything Flying Dog,207874,"Stone ""Arrogant Bastard"" Ale",10737281,like_both,2012-07-12 04:31:48 UTC,2012-07-12 04:31:48 UTC,3153.779,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.47 Safari/536.11",REFERRER_NOT_FOUND,FALSE,NA
Stopped_Voting_Or_Skipping,NA,5601384,1429443,2565,207875,Guinness,207883,Something with a high alcohol content,10734967,NA,2012-07-12 04:32:44 UTC,2012-07-12 04:32:44 UTC,NA,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.47 Safari/536.11",REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,5601456,1429464,2565,207882,Something dark and chocolatey,207883,Something with a high alcohol content,10734890,NA,2012-07-12 05:26:48 UTC,2012-07-12 05:26:48 UTC,NA,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.5; en-US; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13,http://www.allourideas.org/kingmanbeer/results,FALSE,NA
Bounce,NA,5601496,1429501,2565,207873,"Sierra Nevada ""Summerfest""",207871,"New Belgium ""Fat Tire""",10734791,NA,2012-07-12 07:09:53 UTC,2012-07-12 07:09:53 UTC,NA,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.47 Safari/536.11",REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,5602969,1430150,2565,207875,Guinness,207873,"Sierra Nevada ""Summerfest""",10734809,NA,2012-07-12 23:49:29 UTC,2012-07-12 23:49:29 UTC,NA,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5",REFERRER_NOT_FOUND,FALSE,NA
Skip,460552,5603052,1430202,2565,207870,"New Belgium ""Mothership""",207872,"New Belgium ""1554""",10734761,dont_know_both,2012-07-13 01:18:10 UTC,2012-07-13 01:18:10 UTC,10.155,"",TRUE,bb46446679ac2f7a52adb0d674f63a36,kingmanbeer,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0,DIRECT_VISIT,FALSE,NA
Skip,460553,5603058,1430202,2565,207943,BLUE MOON,207873,"Sierra Nevada ""Summerfest""",10736877,dont_know_right,2012-07-13 01:18:45 UTC,2012-07-13 01:18:45 UTC,7.229,"",TRUE,bb46446679ac2f7a52adb0d674f63a36,kingmanbeer,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0,DIRECT_VISIT,FALSE,NA
Skip,460554,5603060,1430202,2565,207884,Something local and microbrewey,207874,"Stone ""Arrogant Bastard"" Ale",10735069,dont_know_right,2012-07-13 01:19:05 UTC,2012-07-13 01:19:05 UTC,12.937,"",TRUE,bb46446679ac2f7a52adb0d674f63a36,kingmanbeer,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0,DIRECT_VISIT,FALSE,NA
Skip,460555,5603062,1430202,2565,207875,Guinness,207873,"Sierra Nevada ""Summerfest""",10734809,dont_know_right,2012-07-13 01:19:15 UTC,2012-07-13 01:19:15 UTC,5.665,"",TRUE,bb46446679ac2f7a52adb0d674f63a36,kingmanbeer,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0,DIRECT_VISIT,FALSE,NA
Skip,460556,5603065,1430202,2565,207870,"New Belgium ""Mothership""",207945,Anything Flying Dog,10737254,dont_know_both,2012-07-13 01:19:30 UTC,2012-07-13 01:19:30 UTC,5.175,"",TRUE,bb46446679ac2f7a52adb0d674f63a36,kingmanbeer,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0,DIRECT_VISIT,FALSE,NA
Stopped_Voting_Or_Skipping,NA,5603075,1430202,2565,207873,"Sierra Nevada ""Summerfest""",207946,Lagunitas Undercover Investigation Shut-Down Ale,10737294,NA,2012-07-13 01:20:01 UTC,2012-07-13 01:20:01 UTC,NA,"",TRUE,bb46446679ac2f7a52adb0d674f63a36,kingmanbeer,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:12.0) Gecko/20100101 Firefox/12.0,DIRECT_VISIT,FALSE,NA
Stopped_Voting_Or_Skipping,NA,5603204,1430273,2565,207868,Sierra Nevada Pale Ale,207887,Everclear.,10735199,NA,2012-07-13 04:32:05 UTC,2012-07-13 04:32:05 UTC,NA,"",TRUE,3a5387a6c10e05c7f50c612244300d68,kingmanbeer,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",DIRECT_VISIT,FALSE,NA
Bounce,NA,5603274,1430303,2565,207946,Lagunitas Undercover Investigation Shut-Down Ale,207868,Sierra Nevada Pale Ale,10737311,NA,2012-07-13 06:52:33 UTC,2012-07-13 06:52:33 UTC,NA,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; SCH-I500 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,5604454,1430634,2565,208020,Leffe (belgian blonde ale),207878,An IPA of any sort,10741925,NA,2012-07-13 18:04:01 UTC,2012-07-13 18:04:01 UTC,NA,"",TRUE,15da77b7dc27736a50fcd40b2a6c5592,kingmanbeer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5",REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,5604984,1430858,2565,207883,Something with a high alcohol content,207877,"Stone ""Ruination"" IPA",10735003,NA,2012-07-13 23:55:26 UTC,2012-07-13 23:55:26 UTC,NA,"",TRUE,e15befb406e8334b59b5cdcb866fedf4,kingmanbeer,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),REFERRER_NOT_FOUND,FALSE,NA
Stopped_Voting_Or_Skipping,NA,5605032,1430878,2565,207883,Something with a high alcohol content,207945,Anything Flying Dog,10737259,NA,2012-07-14 00:34:18 UTC,2012-07-14 00:34:18 UTC,NA,"",TRUE,b24bc7d11b9a91e35ec113f8bde91712,kingmanbeer,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.47 Safari/536.11",DIRECT_VISIT,FALSE,NA
Bounce,NA,5605048,1430885,2565,207869,"Bear Republic ""Racer 5"" IPA",207987,Old Rasputin- Imperial Stout,10739486,NA,2012-07-14 00:54:35 UTC,2012-07-14 00:54:35 UTC,NA,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (iPod; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3",REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,5605427,1431195,2565,208020,Leffe (belgian blonde ale),207883,Something with a high alcohol content,10741959,NA,2012-07-14 16:55:46 UTC,2012-07-14 16:55:46 UTC,NA,"",TRUE,d5f1ad655e853a8fdbbb9d35a08320a0,kingmanbeer,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:13.0) Gecko/20100101 Firefox/13.0.1,REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,5605443,1431209,2565,207872,"New Belgium ""1554""",207874,"Stone ""Arrogant Bastard"" Ale",10734786,NA,2012-07-14 17:18:16 UTC,2012-07-14 17:18:16 UTC,NA,"",TRUE,90d3b2b81463e3b40c2e986afc9e08cf,kingmanbeer,Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1),REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,5616867,1436113,2565,207871,"New Belgium ""Fat Tire""",207868,Sierra Nevada Pale Ale,10734776,NA,2012-07-22 11:36:59 UTC,2012-07-22 11:36:59 UTC,NA,"",TRUE,8eb4879f93c50d1adc997a027088c0e8,kingmanbeer,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,6031170,1542798,2565,207882,Something dark and chocolatey,207880,A stout of any sort,10735020,NA,2012-10-31 06:40:36 UTC,2012-10-31 06:40:36 UTC,NA,"",TRUE,6d55aceac4b37dc230adc54d9d137369,kingmanbeer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4",DIRECT_VISIT,FALSE,NA
Bounce,NA,6110598,1568942,2565,207876,PBR,207871,"New Belgium ""Fat Tire""",10734725,NA,2012-11-16 05:00:12 UTC,2012-11-16 05:00:12 UTC,NA,"",TRUE,1bc8052fc357986cea6bf530ff4d5d3a,kingmanbeer,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11",REFERRER_NOT_FOUND,FALSE,NA
